GENE,PDB ID,PARTNER GENES,METHOD,RESOLUTION,RELEASE DATE,SOURCE ORGANISM,KINGDOM,PROK_EUK,OLIGOMERIC STATE,MOLECULAR WEIGHT,STRUCTURE AUTHOR,PUBLICATION YEAR
SLC22A12,9JE0,,ELECTRON MICROSCOPY,3.23,2024-10-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,60.1,"Xu, H.E.",2025
SLC22A12,9JE1,,ELECTRON MICROSCOPY,3.6,2024-10-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,60.03,"Xu, H.E.",2025
SLC22A12,9RXN,,X-RAY DIFFRACTION,1.36,2026-01-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,24.25,"Hunte, C.",2025
SLC22A12,9RXO,,X-RAY DIFFRACTION,1.2,2026-01-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,20.04,"Hunte, C.",2025
SLC22A12,9RXP,,X-RAY DIFFRACTION,1.43,2026-01-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,19.42,"Hunte, C.",2025
SLC22A12,9RXQ,,X-RAY DIFFRACTION,1.38,2026-01-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,19.7,"Heinicke, J.I.",2025
SLC22A12,9RXR,,X-RAY DIFFRACTION,1.69,2026-01-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,12.25,"Hunte, C.",2025
SLC22A12,9RXS,,X-RAY DIFFRACTION,2.0,2026-01-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,19.94,"Hunte, C.",2025
SLC22A3,7ZH0,,ELECTRON MICROSCOPY,3.2,2022-11-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,61.33,"Qi, C.",2022
SLC22A3,7ZH6,,ELECTRON MICROSCOPY,3.67,2022-11-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,61.68,"Korkhov, V.",2022
SLC22A3,7ZHA,,ELECTRON MICROSCOPY,3.55,2022-11-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,61.66,"Korkhov, V.",2022
SLC22A6,8BVR,,ELECTRON MICROSCOPY,3.52,2023-07-19T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,dimeric,76.92,"Newstead, S.",2023
SLC22A6,8BVS,,ELECTRON MICROSCOPY,3.61,2023-07-19T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,dimeric,76.96,"Newstead, S.",2023
SLC22A6,8BVT,,ELECTRON MICROSCOPY,3.94,2023-07-19T00:00:00.000+00:00,Rattus nativitatis,Eukaryota,Eukaryotic,dimeric,76.92,"Newstead, S.",2023
SLC22A6,8BW7,,ELECTRON MICROSCOPY,3.53,2023-07-19T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,76.81,"Newstead, S.",2023
SLC22A6,8OMU,,ELECTRON MICROSCOPY,3.43,2023-07-19T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,dimeric,76.63,"Newstead, S.",2023
SLC22A6,8SDU,,ELECTRON MICROSCOPY,2.05,2023-10-18T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,60.82,"Jiang, J.",2023
SLC22A6,8SDY,,ELECTRON MICROSCOPY,2.79,2023-10-18T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,61.01,"Jiang, J.",2023
SLC22A6,8SDZ,,ELECTRON MICROSCOPY,2.86,2023-10-18T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,61.1,"Jiang, J.",2023
SLC22A6,9J02,,ELECTRON MICROSCOPY,3.36,2025-08-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,61.87,"Luo, Y.B.",2025
SLC22A6,9J04,,ELECTRON MICROSCOPY,3.15,2025-08-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,62.15,"Wu, X.N.",2025
SLC22A6,9J06,,ELECTRON MICROSCOPY,3.68,2025-08-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,62.36,"Wu, X.N.",2025
SLC22A6,9KKK,,ELECTRON MICROSCOPY,3.85,2025-11-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,61.87,"Kim, Y.",2025
SLC22A6,9KL5,,ELECTRON MICROSCOPY,3.33,2025-11-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,62.19,"Kim, Y.",2025
SLC22A6,9KLZ,,ELECTRON MICROSCOPY,3.88,2025-11-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,62.35,"Kim, Y.",2025
SLC22A6,9UNX,,ELECTRON MICROSCOPY,3.45,2025-11-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,62.4,"Kim, Y.",2025
SLC25A12,4P5X,,X-RAY DIFFRACTION,2.261,2014-11-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,35.84,"Kunji, E.R.S.",2014
SLC25A12,4P60,,X-RAY DIFFRACTION,2.4,2014-11-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,Dimeric,71.63,"Kunji, E.R.S.",2014
SLC25A13,4P5W,,X-RAY DIFFRACTION,2.4,2014-11-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,Dimeric,92.04,"Kunji, E.R.S.",2014
SLC25A24,4N5X,,X-RAY DIFFRACTION,2.1,2013-12-18T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,23.24,"Chou, J.",2014
SLC25A24,4ZCU,,X-RAY DIFFRACTION,2.1,2015-07-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,Monomeric,58.32,"Kunji, E.R.S.",2015
SLC25A24,4ZCV,,X-RAY DIFFRACTION,2.8,2015-07-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,76.85,"Kunji, E.R.S.",2015
SLC26A2,7XLM,,ELECTRON MICROSCOPY,3.73,2023-03-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,176.74,"Zhou, Q.",2023
SLC26A2,8TNW,,ELECTRON MICROSCOPY,3.17,2024-05-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,148.89,"Song, A.",2024
SLC26A2,8TNX,,ELECTRON MICROSCOPY,3.03,2024-05-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,149.0,"Song, A.",2024
SLC26A2,8TNY,,ELECTRON MICROSCOPY,3.55,2024-05-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,149.01,"Song, A.",2024
SLC26A4,7WK1,,ELECTRON MICROSCOPY,3.25,2023-04-12T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.61,"Chen, Z.G.",2023
SLC26A4,7WK7,,ELECTRON MICROSCOPY,3.49,2023-05-17T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.66,"Chen, Z.G.",2023
SLC26A4,7WL2,,ELECTRON MICROSCOPY,3.25,2023-04-12T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.54,"Chen, Z.G.",2023
SLC26A4,7WL7,,ELECTRON MICROSCOPY,3.51,2023-04-12T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.54,"Chen, Z.G.",2023
SLC26A4,7WL8,,ELECTRON MICROSCOPY,3.4,2023-08-16T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.54,"Chen, Z.G.",2023
SLC26A4,7WL9,,ELECTRON MICROSCOPY,3.78,2023-04-12T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.57,"Chen, Z.G.",2023
SLC26A4,7WLA,,ELECTRON MICROSCOPY,3.76,2023-04-12T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.54,"Chen, Z.G.",2023
SLC26A4,7WLB,,ELECTRON MICROSCOPY,4.1,2023-08-16T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.54,"Chen, Z.G.",2023
SLC26A4,7WLE,,ELECTRON MICROSCOPY,3.62,2023-04-12T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,171.54,"Chen, Z.G.",2023
SLC26A5,3LLO,,X-RAY DIFFRACTION,1.57,2010-05-26T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,16.06,"Battistutta, R.",2010
SLC26A5,5EUS,,X-RAY DIFFRACTION,1.833,2015-12-16T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,16.29,"Battistutta, R.",2016
SLC26A5,5EUU,,X-RAY DIFFRACTION,1.87,2015-12-16T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,16.37,"Battistutta, R.",2016
SLC26A5,5EUW,,X-RAY DIFFRACTION,1.81,2015-12-16T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,16.42,"Battistutta, R.",2016
SLC26A5,5EUX,,X-RAY DIFFRACTION,2.038,2015-12-16T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,16.31,"Battistutta, R.",2016
SLC26A5,5EUZ,,X-RAY DIFFRACTION,2.403,2015-12-16T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,16.99,"Battistutta, R.",2016
SLC26A5,5EZB,,X-RAY DIFFRACTION,2.3,2015-12-16T00:00:00.000+00:00,Gallus gallus,Eukaryota,Eukaryotic,monomeric,32.3,"Battistutta, R.",2016
SLC26A5,7LGU,,ELECTRON MICROSCOPY,2.3,2021-08-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,178.88,"Gouaux, E.",2021
SLC26A5,7LGW,,ELECTRON MICROSCOPY,2.7,2021-08-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,177.08,"Gouaux, E.",2021
SLC26A5,7LH2,,ELECTRON MICROSCOPY,3.43,2021-08-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,165.18,"Gouaux, E.",2021
SLC26A5,7LH3,,ELECTRON MICROSCOPY,4.3,2021-08-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,164.13,"Gouaux, E.",2021
SLC26A5,7S8X,,ELECTRON MICROSCOPY,3.3,2021-11-03T00:00:00.000+00:00,Tursiops truncatus,Eukaryota,Eukaryotic,dimeric,161.95,"Perozo, E.",2021
SLC26A5,7S9A,,ELECTRON MICROSCOPY,3.8,2021-11-03T00:00:00.000+00:00,Tursiops truncatus,Eukaryota,Eukaryotic,dimeric,162.22,"Perozo, E.",2021
SLC26A5,7S9B,,ELECTRON MICROSCOPY,4.2,2021-11-03T00:00:00.000+00:00,Tursiops truncatus,Eukaryota,Eukaryotic,dimeric,161.95,"Perozo, E.",2021
SLC26A5,7S9C,,ELECTRON MICROSCOPY,6.7,2021-11-03T00:00:00.000+00:00,Tursiops truncatus,Eukaryota,Eukaryotic,dimeric,161.95,"Perozo, E.",2021
SLC26A5,7S9D,,ELECTRON MICROSCOPY,4.6,2021-11-03T00:00:00.000+00:00,Tursiops truncatus,Eukaryota,Eukaryotic,dimeric,161.95,"Perozo, E.",2021
SLC26A5,7S9E,,ELECTRON MICROSCOPY,3.7,2021-11-03T00:00:00.000+00:00,Tursiops truncatus,Eukaryota,Eukaryotic,dimeric,162.22,"Perozo, E.",2021
SLC26A5,7SUN,,ELECTRON MICROSCOPY,3.6,2022-01-12T00:00:00.000+00:00,Meriones unguiculatus,Eukaryota,Eukaryotic,dimeric,223.73,"Santos-Sacchi, J.",2022
SLC26A5,8UC1,,ELECTRON MICROSCOPY,3.4,2023-12-13T00:00:00.000+00:00,Tursiops truncatus,Eukaryota,Eukaryotic,dimeric,162.02,"Perozo, E.",2023
SLC26A9,6RTC,,ELECTRON MICROSCOPY,3.96,2019-07-24T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,141.2,"Dutzler, R.",2019
SLC26A9,6RTF,,ELECTRON MICROSCOPY,7.77,2019-07-24T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,141.2,"Dutzler, R.",2019
SLC26A9,7CH1,,ELECTRON MICROSCOPY,2.6,2020-08-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,174.32,"Zhou, Q.",2020
SLC28A3,6KSW,,ELECTRON MICROSCOPY,3.6,2020-08-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,211.11,"Deng, D.",2020
SLC28A3,8TZ1,,ELECTRON MICROSCOPY,2.54,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,248.12,"Lee, S.-Y.",2024
SLC28A3,8TZ2,,ELECTRON MICROSCOPY,2.8,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,242.83,"Lee, S.-Y.",2024
SLC28A3,8TZ3,,ELECTRON MICROSCOPY,2.31,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,247.39,"Lee, S.-Y.",2024
SLC28A3,8TZ4,,ELECTRON MICROSCOPY,3.23,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,238.42,"Lee, S.-Y.",2024
SLC28A3,8TZ5,,ELECTRON MICROSCOPY,2.74,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,248.1,"Lee, S.-Y.",2024
SLC28A3,8TZ6,,ELECTRON MICROSCOPY,2.69,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,248.1,"Lee, S.-Y.",2024
SLC28A3,8TZ7,,ELECTRON MICROSCOPY,3.0,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,241.4,"Lee, S.-Y.",2024
SLC28A3,8TZ8,,ELECTRON MICROSCOPY,3.19,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,240.64,"Lee, S.-Y.",2024
SLC28A3,8TZ9,,ELECTRON MICROSCOPY,3.67,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,239.12,"Lee, S.-Y.",2024
SLC28A3,8TZA,,ELECTRON MICROSCOPY,3.43,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,239.12,"Lee, S.-Y.",2024
SLC28A3,8TZD,,ELECTRON MICROSCOPY,3.2,2024-03-13T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,trimeric,214.98,"Lee, S.-Y.",2024
SLC29A1,6OB6,,X-RAY DIFFRACTION,2.9,2019-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,98.57,"Lee, S.-Y.",2019
SLC29A1,6OB7,,X-RAY DIFFRACTION,2.3,2019-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,55.89,"Lee, S.-Y.",2019
SLC29A1,8TZI,,X-RAY DIFFRACTION,2.7,2024-08-28T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,51.73,"Lee, S.Y.",2024
SLC2A1,4PYP,,X-RAY DIFFRACTION,3.166,2014-05-21T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,56.04,"Yan, N.",2014
SLC2A1,5EQG,,X-RAY DIFFRACTION,2.9,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,54.55,"Stroud, R.M.",2016
SLC2A1,5EQH,,X-RAY DIFFRACTION,2.99,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,54.62,"Stroud, R.M.",2016
SLC2A1,5EQI,,X-RAY DIFFRACTION,3.002,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,54.61,"Stroud, R.M.",2016
SLC2A1,6THA,,X-RAY DIFFRACTION,2.4,2020-11-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,55.57,"Custodio, T.F.",2021
SLC2A3,4ZW9,,X-RAY DIFFRACTION,1.502,2015-07-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,57.9,"Yan, N.",2015
SLC2A3,4ZWB,,X-RAY DIFFRACTION,2.4,2015-07-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,56.82,"Yan, N.",2015
SLC2A3,4ZWC,,X-RAY DIFFRACTION,2.6,2015-07-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,114.7,"Yan, N.",2015
SLC2A3,7CRZ,,X-RAY DIFFRACTION,2.3,2021-01-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,58.95,"Yan, N.",2021
SLC2A3,7SPS,,X-RAY DIFFRACTION,2.3,2022-05-18T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,116.64,"Yan, N.",2022
SLC2A3,7SPT,,X-RAY DIFFRACTION,2.1,2022-05-18T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,58.33,"Yan, N.",2022
SLC2A4,7WSM,,ELECTRON MICROSCOPY,3.25,2022-05-18T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,57.01,"Yan, C.",2022
SLC2A4,7WSN,,ELECTRON MICROSCOPY,3.31,2022-05-18T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,57.01,"Yan, C.",2022
SLC2A5,4YB9,,X-RAY DIFFRACTION,3.2,2015-10-14T00:00:00.000+00:00,Bos taurus,Eukaryota,Eukaryotic,monomeric,52.95,"Drew, D.",2015
SLC2A5,4YBQ,,X-RAY DIFFRACTION,3.27,2015-10-07T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,trimeric,169.47,"Iwata, S.",2015
SLC2A9,8Y65,,ELECTRON MICROSCOPY,3.51,2024-06-19T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.38,"Huang, G.X.Y.",2024
SLC2A9,8Y66,,ELECTRON MICROSCOPY,3.28,2024-06-19T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.49,"Huang, G.X.Y.",2024
SLC2A9,8ZXM,,ELECTRON MICROSCOPY,3.39,2025-04-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,60.3,"Nishizawa, T.",2025
SLC2A9,8ZXN,,ELECTRON MICROSCOPY,3.06,2025-04-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,60.13,"Nishizawa, T.",2025
SLC2A9,9CAX,,ELECTRON MICROSCOPY,3.37,2025-01-29T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,69.86,"Stroud, R.M.",2025
SLC2A9,9CBB,,ELECTRON MICROSCOPY,4.15,2025-01-29T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,70.03,"Stroud, R.M.",2025
SLC2A9,9VPG,,ELECTRON MICROSCOPY,3.14,2026-05-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.56,"Luo, Z.",2026
SLC30A8,6XPD,,ELECTRON MICROSCOPY,3.8,2020-08-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,70.43,"Jiang, Y.X.",2020
SLC30A8,6XPE,,ELECTRON MICROSCOPY,4.1,2020-08-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,70.7,"Jiang, Y.X.",2020
SLC30A8,6XPF,,ELECTRON MICROSCOPY,5.9,2020-08-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,70.44,"Jiang, Y.X.",2020
SLC30A8,7Y5G,,ELECTRON MICROSCOPY,3.85,2022-12-14T00:00:00.000+00:00,Xenopus tropicalis,Eukaryota,Eukaryotic,dimeric,83.47,"Zhou, X.",2022
SLC30A8,7Y5H,,ELECTRON MICROSCOPY,3.72,2022-12-14T00:00:00.000+00:00,Xenopus tropicalis,Eukaryota,Eukaryotic,dimeric,83.34,"Zhou, X.",2022
SLC35A1,6OH2,,X-RAY DIFFRACTION,2.58,2019-04-24T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,monomeric,36.18,"Whorton, M.R.",2019
SLC35A1,6OH3,,X-RAY DIFFRACTION,2.75,2019-04-24T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,monomeric,36.47,"Whorton, M.R.",2019
SLC35A1,6OH4,,X-RAY DIFFRACTION,3.38,2019-04-24T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,monomeric,75.64,"Whorton, M.R.",2019
SLC35A1,6XBO,,X-RAY DIFFRACTION,1.8,2021-06-09T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,monomeric,41.65,"Whorton, M.R.",2021
SLC38A9,6C08,,X-RAY DIFFRACTION,3.17,2018-06-20T00:00:00.000+00:00,Danio rerio,Eukaryota,Eukaryotic,trimeric,200.62,"Gonen, T.",2018
SLC38A9,6WJ2,,ELECTRON MICROSCOPY,3.2,2020-09-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,octameric,173.28,"Hurley, J.H.",2020
SLC38A9,6WJ3,,ELECTRON MICROSCOPY,3.9,2020-09-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,octameric,173.16,"Hurley, J.H.",2020
SLC38A9,7KGV,,X-RAY DIFFRACTION,3.4,2020-12-23T00:00:00.000+00:00,Danio rerio,Eukaryota,Eukaryotic,trimeric,215.95,"Gonen, T.",2021
SLC38A9,8DHB,,ELECTRON MICROSCOPY,3.53,2022-09-28T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,decameric,419.25,"Hurley, J.H.",2022
SLC3A1,6LI9,SLC7A9,ELECTRON MICROSCOPY,2.3,2020-04-29T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,280.19,"Zhou, Q.",2020
SLC3A1,6LID,SLC7A9,ELECTRON MICROSCOPY,2.7,2020-04-29T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,279.84,"Zhou, Q.",2020
SLC3A1,6YUP,SLC7A9,ELECTRON MICROSCOPY,2.9,2021-01-20T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,266.76,"Michel, H.",2020
SLC3A1,6YUZ,,ELECTRON MICROSCOPY,2.8,2021-01-20T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,159.73,"Michel, H.",2020
SLC3A1,7NF6,SLC7A9,ELECTRON MICROSCOPY,3.05,2022-01-19T00:00:00.000+00:00,Ovis aries,Eukaryota,Eukaryotic,dimeric,138.38,"Kuehlbrandt, W.",2022
SLC3A1,7NF7,,ELECTRON MICROSCOPY,2.68,2022-01-19T00:00:00.000+00:00,Ovis aries,Eukaryota,Eukaryotic,tetrameric,80.53,"Kuehlbrandt, W.",2022
SLC3A1,7NF8,SLC7A9,ELECTRON MICROSCOPY,2.83,2022-01-19T00:00:00.000+00:00,Ovis aries,Eukaryota,Eukaryotic,tetrameric,138.38,"Kuehlbrandt, W.",2022
SLC3A2,2DH2,,X-RAY DIFFRACTION,2.1,2007-03-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,47.01,"Palacin, M.",2007
SLC3A2,2DH3,,X-RAY DIFFRACTION,2.8,2007-03-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,93.58,"Palacin, M.",2007
SLC3A2,6I9Q,,X-RAY DIFFRACTION,2.1,2019-04-17T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,monomeric,48.53,"Skerra, A.",2019
SLC3A2,6IRS,SLC7A5,ELECTRON MICROSCOPY,3.3,2019-03-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,130.51,"Zhou, Q.",2019
SLC3A2,6IRT,SLC7A5,ELECTRON MICROSCOPY,3.5,2019-03-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,130.67,"Zhou, Q.",2019
SLC3A2,6JMQ,SLC7A5,ELECTRON MICROSCOPY,3.31,2019-06-19T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,172.94,"Nureki, O.",2019
SLC3A2,6JMR,,ELECTRON MICROSCOPY,4.1,2019-06-19T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,pentameric,162.91,"Nureki, O.",2019
SLC3A2,6S8V,,X-RAY DIFFRACTION,1.8,2020-03-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,137.42,"Skerra, A.",2020
SLC3A2,6SUA,,X-RAY DIFFRACTION,2.75,2020-06-17T00:00:00.000+00:00,Mus musculus,Eukaryota,Eukaryotic,dimeric,140.81,"Skerra, A.",2020
SLC3A2,7B00,SLC7A8,ELECTRON MICROSCOPY,3.98,2021-10-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,119.35,"Llorca, O.",2021
SLC3A2,7CCS,SLC7A11,ELECTRON MICROSCOPY,6.2,2020-12-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.0,"Nureki, O.",2020
SLC3A2,7CMH,SLC7A8,ELECTRON MICROSCOPY,3.4,2020-12-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,134.03,"Zhou, Q.",2020
SLC3A2,7CMI,SLC7A8,ELECTRON MICROSCOPY,2.9,2020-12-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,133.96,"Zhou, Q.",2020
SLC3A2,7DF1,,X-RAY DIFFRACTION,2.806,2022-12-07T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,298.27,"Tian, X.",2022
SLC3A2,7DSK,SLC7A5,ELECTRON MICROSCOPY,2.9,2021-03-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.07,"Zhou, Q.",2021
SLC3A2,7DSL,SLC7A5,ELECTRON MICROSCOPY,2.9,2021-03-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.1,"Zhou, Q.",2021
SLC3A2,7DSN,SLC7A5,ELECTRON MICROSCOPY,3.1,2021-03-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.14,"Zhou, Q.",2021
SLC3A2,7DSQ,SLC7A5,ELECTRON MICROSCOPY,3.4,2021-03-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.16,"Zhou, Q.",2021
